timestamp,model,ref,val,similarity,shot,train-data,memo,acc,mAP,IOU,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,AP14,AP15,AP16,AP17,AP18,AP19,AP20
2019-12-12 16:23:50,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,30,voc 11,decay 0.1 per 3 chance,0.6996904024767802,0.506693957967437,0.5461740869994134,0.6201859516145231,0.4956384276198518,0.8780878695772313,0.3512396694214876,0.732055041732461,0.5251288353757005,0.6155970652723899,0.5820845820845821,0.6599904928033303,0.5754820936639118,0.5136439669705805,0.5100889009979919,0.2801652892561984,0.14040077627034148,0.2545454545454545,0.09090909090909093,0.4534130079931902,0.6777356902356902,0.6132412143601402,0.5851482153660013,0.4857914812460267
2019-12-12 16:27:47,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,30,voc 11,decay 0.1 per 3 chance,0.7306501547987616,0.5045164079905936,0.5454708188464644,0.5638528138528138,0.5469955888866888,0.883080808080808,0.2845677050222505,0.7608107334065469,0.5588072087881885,0.5889150762489632,0.6823861717478739,0.5409591624240361,0.5825311942959002,0.5215712108295228,0.5404631866841169,0.3309824434824435,0.13571345420832168,0.29958677685950413,0.2142857142857143,0.3983391079579828,0.6871271109313378,0.5920512202037128,0.3445221445221445,0.5372957350835967
2019-12-12 16:31:33,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,10,voc 11,decay 0.1 per 3 chance,0.5985552115583075,0.4283079912213089,0.5518787481598133,0.695141065830721,0.39006581653640476,0.8556254591598211,0.3001165501165501,0.4197166469893743,0.09538002980625931,0.5238574227704663,0.6042470743238006,0.5091815366205611,0.5789141414141414,0.5196008558634096,0.4594144207047433,0.3163170163170163,0.17346963886597694,0.09090909090909091,0.09090909090909091,0.4535005224660397,0.6052324868114342,0.5363046044864227,0.356060606060606,0.42050373868555685
2019-12-12 16:35:22,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,5,voc 11,decay 0.1 per 3 chance,0.5975232198142415,0.4159246449061583,0.5590332852997524,0.3005050505050505,0.4514999485234711,0.7762147588066349,0.22164502164502167,0.5045150060314938,0.656236034496904,0.48573614937251297,0.7042917210381325,0.473686577540704,0.5969696969696969,0.5386287769201978,0.5090515545061,0.11038961038961038,0.09090909090909091,0.11229946524064172,0.11255411255411256,0.288961038961039,0.603219696969697,0.5921575523122912,0.1212121212121212,0.4837345581248021
2019-12-12 16:39:07,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,3,voc 11,decay 0.1 per 3 chance,0.45304437564499483,0.3069271625786667,0.5391298238153428,0.6844073251765934,0.28821855651123945,0.49884559884559887,0.29548671752918465,0.33210123210123216,0.09946524064171124,0.5223285486443381,0.6358100634974866,0.3122911297301924,0.11340679522497704,0.5200847937791845,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.1212121212121212,0.14545454545454548,0.23146853146853144,0.09090909090909091,0.4665200391006843,0.5656729634002361,0.24905984819777924
2019-12-12 16:42:54,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,1,voc 11,decay 0.1 per 3 chance,0.4695562435500516,0.28148710263604,0.5031893683906925,0.40975228475228476,0.09090909090909091,0.3090909090909091,0.12878787878787878,0.3055335968379447,0.24140930839495434,0.5551638403672065,0.4666666666666666,0.20454545454545456,0.5282622139764996,0.6861720654824103,0.2777000777000777,0.11234433374844334,0.24655323359700002,0.24911452184179456,0.09090909090909091,0.19955654101995568,0.32523510971786834,0.3017047551931273,0.09090909090909091,0.09090909090909091
2019-12-12 16:46:44,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,30,voc 11,decay 0.1 per 3 chance,0.739938080495356,0.5359801177799218,0.5516264985543287,0.8476329590071662,0.5843260188087774,0.8777692895339954,0.3521598968407479,0.7556506238859181,0.4672383756594283,0.6522659022659023,0.6898268398268399,0.5934392184392184,0.5770562770562772,0.5380430485693644,0.5526304235602837,0.2595772044047906,0.20153340635268346,0.3402203856749311,0.11363636363636363,0.4522033693860319,0.6884469696969696,0.571414832635029,0.6118733417120513,0.528637726425588
2019-12-12 16:50:29,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,10,voc 11,decay 0.1 per 3 chance,0.6367389060887513,0.44582143154537945,0.5552164606204096,0.6011525974025974,0.36764150265500406,0.7749436047823145,0.34312943403852497,0.556363248153576,0.5892433671798231,0.5544326674357635,0.534965034965035,0.627091918806368,0.5791905064632338,0.531596035543404,0.42160890621136987,0.3542262570990341,0.09280303030303029,0.1590909090909091,0.10695187165775401,0.41843558740110465,0.5232771800779242,0.6245191015988979,0.18686868686868685,0.4147186147186147
2019-12-12 16:54:14,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,5,voc 11,decay 0.1 per 3 chance,0.5201238390092879,0.35883224916323125,0.5452524091821583,0.533336262820365,0.35429175921608125,0.780844583611382,0.3708564163109618,0.12727272727272726,0.5135155466268319,0.5568938230228553,0.4234654234654235,0.5111922391334156,0.20995670995670992,0.6362559448939501,0.3768981018981019,0.09090909090909091,0.13611740372303752,0.3151515151515152,0.11363636363636363,0.29288358700123407,0.24675324675324675,0.5383200800981549,0.22510822510822512,0.18181818181818182
2019-12-12 16:58:00,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,3,voc 11,decay 0.1 per 3 chance,0.5541795665634675,0.343465824046784,0.549062094629057,0.21266233766233766,0.4632524338406691,0.6724328303275672,0.31777826693080935,0.09090909090909091,0.12639553429027114,0.5036338829523967,0.22272727272727275,0.6119787213831102,0.5668539111162062,0.4566818738177367,0.4477966217096652,0.3662909417626399,0.43545552192168735,0.2703349282296651,0.19466403162055335,0.3152496626180837,0.4147562582345191,0.09090909090909091,0.09090909090909091,0.3411100011100011
2019-12-12 17:01:46,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,1,voc 11,decay 0.1 per 3 chance,0.41898864809081526,0.2594030076107348,0.46129949773028417,0.36379767930437107,0.23643913262409216,0.25757575757575757,0.1478787878787879,0.11625874125874125,0.5558922558922559,0.5418157814676191,0.3896367324359211,0.40153223578069147,0.494949494949495,0.3273915626856803,0.35436720142602496,0.09090909090909091,0.09090909090909091,0.10389610389610389,0.11363636363636363,0.27816804407713497,0.22139037433155082,0.09090909090909091,0.09256953092569531,0.17754010695187167
2019-12-12 17:05:34,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,30,voc 11,decay 0.1 per 3 chance,0.7120743034055728,0.4867024840680997,0.5494530654374906,0.6368336654224782,0.5347584944076401,0.8820041850732387,0.3558758314855876,0.5867955573837927,0.5467363243511933,0.6151515151515151,0.612017612017612,0.48513496307613957,0.5838680926916221,0.43491964636816755,0.5184204129672747,0.3326336536092634,0.2633138665194296,0.2727272727272727,0.20752984389348025,0.460478487787872,0.693103448275862,0.5748399470203981,0.30288461538461536,0.3207247298156389
2019-12-12 17:09:22,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,10,voc 11,decay 0.1 per 3 chance,0.6439628482972136,0.41601797677345476,0.5451116366283074,0.466848940533151,0.561338159869202,0.8688747731397459,0.23563557654466746,0.509090909090909,0.4357779475426535,0.5200770830493032,0.45982552800734616,0.3920248901619989,0.578377321603128,0.4813311688311689,0.5222775012885618,0.1525974025974026,0.1013986013986014,0.2626262626262626,0.20454545454545456,0.38696303696303697,0.4444444444444445,0.49966376524150263,0.18181818181818182,0.4708405629458261
2019-12-12 17:13:10,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,5,voc 11,decay 0.1 per 3 chance,0.5985552115583075,0.3779919491632923,0.5436513294822415,0.6883974765072326,0.341487923840865,0.86989898989899,0.2123408853424527,0.2577809054279642,0.09523809523809525,0.4253451725042634,0.45454545454545453,0.2974183603034636,0.5054545454545455,0.6504594830079291,0.49389539679920796,0.13185498711814503,0.24799465240641713,0.13636363636363635,0.35694608421881147,0.4114325068870523,0.21645021645021645,0.5698425905645158,0.13931166872343345,0.4353719008264463
2019-12-12 17:16:56,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,3,voc 11,decay 0.1 per 3 chance,0.5046439628482973,0.34105914195347836,0.5582123639175459,0.7235290926577967,0.22346542346542347,0.4489256198347107,0.24431818181818182,0.32893356643356647,0.2154040404040404,0.42122839957413377,0.4380165289256199,0.3512808389851745,0.5800865800865801,0.5411419388692116,0.4377872500078163,0.3090909090909091,0.36305640133391326,0.09090909090909091,0.09090909090909091,0.2532467532467532,0.43668831168831174,0.3787720409671629,0.1945428309064673,0.09090909090909091
2019-12-12 17:20:43,heatmap-4chan-1130-2.pth,./references/images_trimed_21,C:\Users\LSW\Desktop\Smart_mirror\Yolo_mark\x64\Release\cosmetic-data\validation_21,cosine,1,voc 11,decay 0.1 per 3 chance,0.4520123839009288,0.26597948890765927,0.5038948413176833,0.41000797448165877,0.10389610389610389,0.5552897395002657,0.2578454826906839,0.19845154845154847,0.2600944510035419,0.40907158068666777,0.3758132705501126,0.23294441743639605,0.4983686264474441,0.2012987012987013,0.3405365875954111,0.13185160427807488,0.178030303030303,0.09090909090909091,0.10909090909090909,0.22424242424242424,0.23201656028980508,0.3536692866881546,0.2186441009970422,0.2034965034965035
